record_id,shift,machine_type,operator_level,zone,maintenance_status,ppe_compliance,temperature_c,distance_cm,vibration_mm_s,humidity_pct,pressure_bar,noise_db,runtime_min,operator_fatigue_score,near_miss_last_30d,inspection_delay_days,crew_size,risk_level
625,afternoon,furnace_C,junior,loading,on_time,partial,32.63,74.64,9.34,65.59,6.88,71.45,270.1,6.9,0,2,3,unsafe
626,afternoon,press_B,junior,loading,on_time,ok,55.74,19.53,6.96,34.38,4.86,72.87,184.6,2.4,1,1,3,unsafe
627,afternoon,press_A,senior,heat_area,critical,partial,44.27,87.19,8.25,60.91,7.18,85.14,255.8,4.3,1,1,1,unsafe
628,afternoon,cutter_D,mid,loading,on_time,ok,54.28,70.85,6.4,84.52,5.79,92.38,218.8,6.0,2,3,1,unsafe
629,morning,cutter_D,mid,heat_area,delayed,ok,53.18,61.99,9.61,66.87,6.25,87.97,165.0,4.2,1,1,3,unsafe
630,morning,press_A,mid,assembly,delayed,ok,44.35,62.54,4.58,71.8,4.76,96.07,96.4,4.4,1,5,2,unsafe
631,afternoon,cutter_D,junior,loading,on_time,ok,41.78,159.07,5.25,55.06,5.39,97.72,76.4,5.0,1,5,1,safe
632,night,furnace_C,mid,loading,on_time,ok,70.55,182.17,4.5,65.55,7.26,84.97,229.1,4.4,0,6,4,safe
633,afternoon,furnace_C,mid,heat_area,delayed,ok,51.12,97.6,3.93,41.95,6.04,71.45,104.3,7.3,1,9,3,safe
634,afternoon,furnace_C,junior,maintenance,on_time,ok,63.29,73.73,4.78,63.14,5.5,67.21,78.8,3.2,2,7,2,safe
635,morning,cutter_D,junior,assembly,on_time,ok,57.22,48.8,7.94,61.16,6.35,79.51,92.9,6.0,1,7,3,unsafe
636,afternoon,furnace_C,junior,heat_area,delayed,ok,74.6,106.4,7.75,56.06,6.64,85.78,236.0,6.2,2,5,1,unsafe
637,afternoon,press_A,mid,assembly,on_time,partial,71.9,142.4,6.92,70.42,7.07,95.44,83.1,2.8,1,8,2,unsafe
638,morning,press_B,senior,loading,delayed,ok,37.65,89.34,6.82,44.46,7.2,82.76,108.4,5.0,4,2,3,safe
639,morning,cutter_D,junior,loading,on_time,ok,55.49,14.74,6.65,49.38,7.92,93.52,125.3,3.4,1,6,3,unsafe
640,afternoon,press_A,mid,heat_area,delayed,ok,52.73,103.45,4.74,53.34,7.76,76.79,148.5,7.7,1,7,1,unsafe
641,morning,press_B,junior,loading,on_time,partial,58.8,132.49,4.82,37.59,7.84,84.6,79.6,2.9,3,2,2,safe
642,morning,press_B,senior,heat_area,on_time,partial,53.91,34.5,5.92,55.18,7.37,86.41,123.2,3.4,1,3,2,unsafe
643,morning,press_B,junior,loading,on_time,ok,39.35,104.18,6.11,27.93,8.15,61.18,202.5,2.7,2,4,4,safe
644,morning,furnace_C,mid,heat_area,critical,partial,81.67,105.79,8.5,66.66,6.41,75.28,333.1,1.9,0,4,3,unsafe
645,morning,cutter_D,mid,heat_area,on_time,ok,48.1,87.44,5.2,52.65,7.88,91.55,72.1,8.1,1,8,2,unsafe
646,night,press_A,mid,maintenance,on_time,ok,27.05,52.32,4.67,44.71,7.67,83.47,78.4,7.3,2,4,1,safe
647,afternoon,press_A,mid,heat_area,on_time,partial,47.8,115.56,12.45,40.32,5.18,68.23,84.6,5.1,4,3,2,unsafe
648,afternoon,press_A,junior,assembly,on_time,partial,51.43,65.88,7.49,,5.09,57.13,178.7,3.9,1,5,3,safe
649,night,cutter_D,junior,loading,on_time,ok,60.7,46.02,6.41,61.64,5.59,81.71,74.9,8.6,1,2,3,unsafe
650,afternoon,furnace_C,junior,maintenance,on_time,partial,57.33,18.27,4.99,59.67,7.27,78.36,121.0,3.6,2,5,2,unsafe
651,morning,press_A,junior,heat_area,on_time,ok,69.82,124.13,4.51,42.12,4.45,71.04,114.8,7.0,1,5,4,safe
652,afternoon,cutter_D,mid,assembly,on_time,partial,27.7,111.58,5.21,40.16,7.01,84.29,347.5,3.0,0,4,2,safe
653,afternoon,cutter_D,junior,heat_area,on_time,ok,48.68,93.08,6.14,61.2,6.97,87.56,97.4,3.9,0,4,2,safe
654,afternoon,cutter_D,junior,heat_area,on_time,ok,50.54,74.59,1.36,41.89,8.01,89.04,94.4,6.9,0,2,2,unsafe
655,afternoon,cutter_D,mid,assembly,delayed,ok,42.63,71.49,3.05,52.84,6.73,61.8,178.6,6.6,1,5,2,unsafe
656,morning,press_A,senior,loading,on_time,ok,45.01,,4.1,53.73,4.75,67.17,152.9,6.1,1,5,4,unsafe
657,morning,cutter_D,mid,maintenance,on_time,ok,52.29,74.9,5.96,56.37,5.25,80.26,91.1,2.6,2,6,3,unsafe
658,afternoon,press_B,junior,heat_area,on_time,ok,48.66,15.8,4.97,64.02,5.76,84.15,244.1,4.4,0,3,2,unsafe
659,afternoon,cutter_D,junior,heat_area,critical,ok,55.67,64.24,11.05,34.32,5.8,87.4,60.7,5.6,0,6,2,unsafe
660,afternoon,furnace_C,senior,heat_area,critical,ok,65.46,79.12,4.54,25.24,5.76,83.25,127.3,3.0,2,1,1,unsafe
661,afternoon,cutter_D,junior,assembly,delayed,ok,32.89,111.35,4.85,44.06,4.98,79.55,111.0,8.2,1,5,2,safe
662,night,furnace_C,junior,maintenance,on_time,ok,54.64,88.6,8.84,77.22,7.91,78.05,121.8,1.9,0,4,3,safe
663,afternoon,press_A,mid,heat_area,on_time,ok,52.28,107.82,5.79,80.31,4.78,72.45,90.7,3.2,2,1,3,safe
664,morning,press_B,mid,heat_area,on_time,ok,52.02,137.22,7.45,77.64,9.05,85.91,123.2,3.7,3,4,2,unsafe
665,morning,cutter_D,mid,loading,on_time,partial,44.38,135.04,10.01,,8.04,74.72,144.4,0.0,0,4,1,safe
666,morning,cutter_D,junior,heat_area,on_time,partial,54.91,106.47,3.97,27.05,7.67,90.65,31.2,2.4,1,10,2,safe
667,morning,press_A,junior,loading,delayed,ok,38.81,88.42,6.28,19.2,5.6,80.87,102.1,6.6,0,5,4,safe
668,morning,press_A,senior,assembly,delayed,ok,59.27,45.67,5.9,43.4,6.95,78.59,85.0,4.9,1,3,2,unsafe
669,morning,press_A,junior,maintenance,delayed,ok,29.97,105.9,2.2,49.23,4.84,73.09,292.9,8.6,1,3,2,safe
670,morning,furnace_C,mid,maintenance,on_time,ok,47.35,148.79,4.82,70.21,7.18,66.8,162.3,8.0,1,2,2,safe
671,morning,cutter_D,mid,loading,delayed,ok,77.36,109.97,8.44,64.15,6.4,77.17,82.5,5.7,2,6,1,unsafe
672,night,press_A,mid,maintenance,on_time,partial,31.54,147.1,6.69,55.18,5.97,78.03,99.3,6.9,0,3,2,safe
673,morning,press_B,junior,assembly,on_time,,27.75,36.6,6.86,39.54,5.71,57.68,113.2,5.4,0,2,3,safe
674,afternoon,cutter_D,junior,heat_area,,ok,62.81,,5.67,38.55,3.28,81.22,98.2,0.5,1,1,4,unsafe
675,afternoon,furnace_C,mid,loading,on_time,ok,31.07,127.93,4.06,55.56,4.65,87.32,168.3,1.9,2,5,2,safe
676,night,press_B,senior,loading,on_time,partial,41.18,107.25,8.29,61.76,8.75,86.1,268.4,6.4,1,5,2,unsafe
677,morning,furnace_C,senior,heat_area,on_time,ok,91.75,135.98,4.41,57.49,5.48,74.53,19.5,6.1,1,5,3,unsafe
678,afternoon,press_B,junior,heat_area,delayed,ok,35.46,89.46,7.15,37.52,7.08,79.42,109.6,5.9,2,6,3,unsafe
679,night,press_A,junior,assembly,delayed,ok,20.22,49.62,6.86,61.11,7.35,75.99,332.3,4.8,2,4,1,unsafe
680,night,furnace_C,senior,heat_area,on_time,ok,48.01,,8.72,57.96,8.35,82.34,111.9,8.2,0,2,3,unsafe
681,night,furnace_C,mid,assembly,delayed,ok,66.78,36.36,8.64,37.01,7.72,94.86,148.6,9.3,1,3,3,unsafe
682,morning,cutter_D,senior,loading,on_time,ok,57.5,58.5,2.65,41.02,5.24,91.72,36.1,6.8,1,4,2,unsafe
683,morning,furnace_C,junior,assembly,on_time,partial,49.85,124.04,2.89,61.64,3.47,83.69,242.7,7.4,1,5,2,unsafe
684,afternoon,cutter_D,mid,assembly,delayed,ok,52.2,120.55,7.77,48.72,9.57,78.56,71.4,3.6,2,2,3,unsafe
685,night,press_A,mid,loading,delayed,ok,60.68,100.71,6.36,74.25,9.45,87.75,160.3,8.5,2,7,3,unsafe
686,afternoon,press_B,mid,loading,critical,ok,65.45,37.76,6.8,59.02,7.54,63.82,78.6,5.1,4,5,1,unsafe
687,afternoon,press_A,mid,maintenance,on_time,ok,41.04,67.46,7.73,45.19,4.85,76.73,25.5,5.9,3,6,1,safe
688,morning,press_A,junior,loading,delayed,ok,16.38,45.13,6.91,51.86,7.75,84.25,153.0,6.1,3,1,2,unsafe
689,night,furnace_C,mid,heat_area,on_time,ok,56.15,131.18,5.62,52.89,5.86,87.66,186.6,5.9,0,6,3,unsafe
690,morning,cutter_D,junior,maintenance,critical,ok,38.88,69.57,9.52,41.8,6.35,89.03,125.3,3.5,2,4,2,unsafe
691,morning,press_A,mid,heat_area,on_time,partial,50.89,42.0,4.67,39.22,7.66,81.65,66.6,4.6,1,4,2,unsafe
692,afternoon,press_B,senior,assembly,delayed,ok,41.75,91.04,9.95,61.82,7.73,77.24,364.8,6.9,1,4,3,unsafe
693,afternoon,cutter_D,junior,loading,on_time,ok,57.43,75.59,3.77,63.83,4.96,87.84,183.1,4.4,1,4,2,unsafe
694,morning,press_A,senior,maintenance,on_time,partial,59.29,131.93,6.95,60.45,6.08,70.42,141.4,6.7,0,3,3,safe
695,morning,furnace_C,junior,heat_area,on_time,ok,63.94,64.28,8.65,73.21,6.86,71.4,223.5,6.8,0,4,2,unsafe
696,afternoon,furnace_C,mid,heat_area,on_time,ok,79.18,41.03,2.47,44.42,6.66,79.56,98.2,4.2,2,5,2,unsafe
697,morning,furnace_C,senior,assembly,on_time,ok,60.29,14.65,4.74,75.44,6.34,80.56,307.2,7.7,0,7,2,unsafe
698,afternoon,press_A,junior,assembly,delayed,ok,44.77,78.92,9.01,39.39,7.71,62.57,184.8,4.6,0,2,4,unsafe
699,morning,press_B,junior,heat_area,,partial,64.88,70.33,8.05,37.82,6.83,83.1,213.1,8.5,2,6,3,unsafe
700,afternoon,cutter_D,mid,loading,on_time,ok,44.87,47.99,5.12,27.36,6.73,89.95,108.5,5.7,0,3,1,unsafe
701,afternoon,furnace_C,junior,assembly,on_time,ok,80.69,131.62,3.88,45.76,1.61,78.3,70.4,5.3,2,7,4,unsafe
702,morning,press_A,mid,maintenance,on_time,ok,26.74,103.35,7.6,44.95,5.92,100.37,142.4,2.9,3,3,3,safe
703,morning,cutter_D,senior,loading,on_time,ok,37.82,97.01,8.1,59.36,7.49,76.85,100.4,4.6,2,5,1,safe
704,morning,press_A,mid,loading,on_time,ok,42.48,135.75,2.94,55.41,5.99,75.75,325.1,4.4,1,14,1,unsafe
705,morning,furnace_C,junior,maintenance,on_time,ok,61.27,113.19,2.85,35.3,5.39,75.44,59.6,2.7,1,5,2,safe
706,night,press_A,mid,assembly,on_time,partial,59.22,51.2,6.0,46.5,5.15,80.31,253.0,5.7,0,8,3,unsafe
707,morning,cutter_D,mid,heat_area,on_time,partial,53.71,53.63,6.88,46.8,7.8,80.04,48.6,3.1,1,4,3,unsafe
708,night,press_B,junior,loading,on_time,ok,26.93,126.63,4.84,27.14,8.01,68.34,78.5,7.9,0,9,2,safe
709,morning,press_B,mid,maintenance,on_time,ok,54.11,103.87,6.99,38.27,8.37,74.08,48.0,7.5,1,7,2,safe
710,afternoon,press_A,mid,loading,on_time,partial,53.06,93.94,3.94,41.21,4.26,78.12,98.3,,1,7,2,unsafe
711,night,press_B,mid,heat_area,on_time,ok,30.7,60.37,0.85,72.07,7.09,92.06,116.3,9.8,1,5,1,unsafe
712,afternoon,cutter_D,junior,maintenance,critical,ok,43.95,,6.87,54.68,6.14,102.82,91.7,5.0,1,5,2,unsafe
713,afternoon,cutter_D,mid,assembly,delayed,ok,,63.56,6.64,61.27,6.14,95.02,160.2,2.8,0,4,2,safe
714,afternoon,press_B,junior,maintenance,delayed,partial,36.02,86.43,5.89,31.02,6.5,72.02,116.8,6.9,2,6,2,unsafe
715,morning,press_B,junior,maintenance,on_time,partial,33.17,140.64,2.95,,6.85,72.74,36.8,4.4,0,5,4,safe
716,night,furnace_C,senior,assembly,delayed,ok,65.71,66.87,2.51,70.22,7.1,79.57,76.1,6.0,1,3,1,unsafe
717,night,cutter_D,mid,loading,delayed,ok,45.4,42.95,5.37,24.02,4.01,101.06,107.9,5.4,2,2,1,unsafe
718,night,furnace_C,junior,assembly,delayed,ok,40.57,53.16,8.47,42.13,8.31,79.51,218.8,5.0,2,5,1,unsafe
719,morning,press_B,junior,heat_area,on_time,ok,64.56,124.8,8.26,58.94,7.93,67.05,137.8,6.8,1,1,2,safe
720,afternoon,press_B,junior,heat_area,on_time,ok,,98.92,8.11,61.02,7.24,74.49,101.0,4.7,2,7,3,unsafe
721,night,furnace_C,junior,loading,delayed,partial,59.96,93.49,4.7,42.5,7.18,87.81,55.5,3.7,0,3,2,unsafe
722,morning,press_A,junior,maintenance,on_time,ok,34.23,62.18,2.96,47.72,4.61,85.21,140.9,6.5,0,1,2,safe
723,morning,furnace_C,junior,loading,on_time,partial,51.61,114.99,6.59,43.64,5.14,77.2,244.2,2.8,0,3,2,safe
724,afternoon,press_B,mid,heat_area,on_time,ok,60.05,60.28,6.9,53.55,7.14,85.15,110.4,2.4,0,2,2,unsafe
725,afternoon,cutter_D,mid,maintenance,on_time,ok,50.26,100.7,6.38,68.76,8.28,62.54,80.3,7.3,1,5,2,unsafe
726,night,press_A,mid,maintenance,on_time,ok,60.04,54.41,1.07,41.21,6.44,81.93,172.4,3.7,1,0,3,safe
727,morning,furnace_C,mid,assembly,on_time,ok,55.01,58.58,3.59,66.01,6.59,86.75,223.1,0.0,0,3,2,unsafe
728,night,press_B,junior,maintenance,on_time,ok,47.68,67.69,5.43,41.06,6.53,73.5,118.3,8.0,0,5,3,unsafe
729,morning,furnace_C,senior,assembly,on_time,missing,50.75,76.86,6.57,,6.63,71.47,182.5,4.2,0,3,2,unsafe
730,morning,press_A,senior,maintenance,on_time,partial,46.18,78.29,7.19,63.46,8.68,62.2,103.7,4.3,0,2,2,safe
731,morning,furnace_C,senior,heat_area,on_time,ok,71.27,98.24,5.82,,7.29,93.31,186.9,4.1,2,3,2,safe
732,night,furnace_C,senior,assembly,on_time,ok,54.82,10.0,6.23,,5.89,74.52,250.3,6.7,1,6,4,unsafe
733,afternoon,furnace_C,senior,heat_area,delayed,missing,44.35,61.73,6.69,33.58,6.88,81.17,200.7,3.2,1,1,1,unsafe
734,afternoon,furnace_C,mid,loading,delayed,ok,59.98,84.3,8.01,45.48,6.75,84.44,168.9,,1,2,2,unsafe
735,afternoon,furnace_C,junior,heat_area,on_time,ok,70.37,142.68,6.19,63.52,6.66,92.61,291.2,2.2,0,2,2,unsafe
736,night,cutter_D,mid,assembly,on_time,ok,35.84,52.2,5.64,52.58,7.95,83.61,113.3,7.1,3,4,3,unsafe
737,afternoon,press_A,mid,loading,,missing,28.59,93.7,4.91,36.97,7.94,74.15,168.9,6.1,3,4,2,unsafe
738,night,cutter_D,mid,maintenance,delayed,ok,61.71,142.33,6.68,58.42,6.33,86.56,115.3,4.6,1,7,4,safe
739,afternoon,press_B,mid,heat_area,on_time,ok,59.9,44.05,6.57,41.99,8.13,90.56,169.0,2.7,1,5,3,unsafe
740,afternoon,press_A,junior,assembly,on_time,missing,41.25,93.79,6.09,77.12,6.0,77.47,183.4,7.4,2,10,3,unsafe
741,afternoon,press_A,junior,heat_area,on_time,ok,40.36,51.92,6.34,73.63,5.3,70.41,207.1,3.2,1,2,2,safe
742,morning,press_B,senior,assembly,on_time,ok,34.14,72.34,8.45,60.46,6.95,65.13,132.8,3.5,1,5,3,safe
743,afternoon,cutter_D,mid,maintenance,delayed,ok,59.63,61.89,7.08,71.05,6.4,72.01,43.3,6.7,0,4,2,safe
744,afternoon,furnace_C,mid,maintenance,delayed,partial,57.65,64.38,5.07,52.91,3.84,86.78,116.5,,1,4,2,unsafe
745,morning,cutter_D,junior,loading,on_time,ok,37.39,193.27,7.44,62.72,7.62,80.11,180.2,1.5,4,6,4,safe
746,night,press_B,junior,heat_area,on_time,missing,,119.56,2.49,72.69,3.7,75.53,152.5,10.4,1,7,1,unsafe
747,afternoon,press_B,senior,loading,on_time,ok,34.23,136.56,3.12,55.44,10.83,72.56,163.8,3.7,3,3,4,safe
748,afternoon,press_A,mid,loading,on_time,ok,62.01,105.22,6.24,48.43,8.45,79.77,189.1,4.0,3,5,2,unsafe
749,night,press_B,mid,maintenance,on_time,missing,60.23,33.78,6.64,28.14,6.96,78.84,70.3,6.7,1,1,4,unsafe
750,afternoon,press_B,mid,loading,on_time,ok,38.4,111.82,2.76,50.84,7.31,76.54,194.0,6.1,2,3,2,safe
751,morning,press_A,mid,loading,on_time,ok,36.46,125.55,4.66,63.53,6.89,91.14,298.4,8.9,0,1,3,safe
752,night,press_A,junior,loading,on_time,ok,12.58,58.13,4.17,65.24,5.73,94.84,107.9,3.2,1,8,1,unsafe
753,afternoon,furnace_C,mid,heat_area,critical,ok,48.22,123.79,6.73,59.06,6.25,64.51,209.3,6.5,0,2,2,unsafe
754,morning,furnace_C,mid,maintenance,on_time,ok,39.93,114.65,7.58,44.42,5.81,81.95,136.9,6.4,3,3,3,safe
755,morning,cutter_D,mid,heat_area,delayed,ok,55.62,154.82,8.05,24.32,6.38,76.01,161.6,4.5,0,5,3,unsafe
756,night,cutter_D,mid,loading,,ok,40.09,83.38,6.46,45.07,6.74,82.77,199.3,7.9,2,8,2,unsafe
757,afternoon,furnace_C,senior,assembly,on_time,partial,39.86,51.58,4.3,47.74,4.29,81.78,152.0,6.8,2,1,2,safe
758,afternoon,press_B,junior,loading,delayed,ok,40.63,85.34,3.53,47.62,7.35,77.09,104.5,2.4,2,6,2,safe
759,night,furnace_C,senior,loading,on_time,missing,62.06,148.24,8.62,60.66,6.21,83.07,155.5,9.9,3,4,1,unsafe
760,night,cutter_D,junior,assembly,on_time,ok,50.33,26.01,6.8,79.8,6.67,91.06,80.1,3.4,2,2,2,unsafe
761,morning,press_A,mid,assembly,on_time,ok,21.2,10.0,3.95,53.73,6.22,81.65,56.2,,1,3,3,safe
762,morning,press_B,junior,loading,critical,ok,42.46,101.13,9.38,48.97,8.78,73.18,33.0,4.8,3,6,2,unsafe
763,morning,cutter_D,junior,loading,on_time,ok,27.4,82.51,5.35,,6.04,77.34,258.3,9.3,3,4,2,unsafe
764,afternoon,press_B,mid,heat_area,on_time,ok,64.82,90.27,4.87,53.74,7.6,66.04,165.8,4.2,0,4,4,safe
765,morning,furnace_C,junior,assembly,critical,partial,65.41,123.09,8.76,40.4,7.69,71.31,184.4,5.2,2,4,1,unsafe
766,afternoon,furnace_C,mid,loading,on_time,partial,45.22,78.66,3.87,53.68,5.9,96.66,147.7,7.8,0,9,2,unsafe
767,night,press_A,senior,assembly,delayed,missing,34.81,14.44,5.74,58.31,6.78,73.87,48.7,5.6,0,0,3,unsafe
768,night,press_B,junior,heat_area,delayed,ok,48.46,161.56,6.77,54.94,7.17,70.26,249.4,4.2,2,2,3,safe
769,morning,press_B,mid,assembly,delayed,partial,16.97,,5.4,58.41,8.91,81.88,104.6,3.9,1,6,3,unsafe
770,night,press_A,mid,assembly,critical,ok,,42.93,9.27,,6.16,80.01,35.1,9.1,2,3,3,unsafe
771,morning,press_A,mid,assembly,critical,ok,40.73,118.63,11.91,27.19,8.17,77.24,115.8,4.9,1,3,1,unsafe
772,night,cutter_D,junior,heat_area,on_time,partial,65.64,76.54,3.84,60.92,6.37,97.68,234.5,10.8,1,7,2,unsafe
773,morning,press_A,junior,assembly,delayed,ok,30.82,77.78,2.84,42.61,5.38,83.94,79.4,6.8,2,5,3,safe
774,afternoon,press_B,junior,heat_area,on_time,ok,46.57,106.9,1.1,36.66,8.18,74.23,110.5,3.9,1,2,1,unsafe
775,night,press_A,junior,heat_area,on_time,ok,35.92,117.93,5.17,36.54,6.1,77.18,106.5,6.8,2,8,1,unsafe
776,morning,cutter_D,junior,heat_area,on_time,ok,41.95,78.33,4.04,58.07,7.31,78.48,78.1,3.5,1,4,3,safe
777,morning,press_A,mid,heat_area,delayed,ok,39.82,133.2,6.96,48.88,2.95,86.87,138.2,3.4,1,6,3,safe
778,afternoon,press_B,senior,maintenance,,ok,55.95,15.25,8.09,28.45,7.31,76.23,84.0,10.0,2,4,2,unsafe
779,afternoon,cutter_D,senior,assembly,critical,missing,35.62,116.59,4.27,58.69,5.9,66.86,254.8,6.9,2,4,4,unsafe
780,afternoon,cutter_D,mid,heat_area,on_time,ok,55.49,60.62,1.51,31.85,5.12,82.57,53.7,6.6,1,3,3,safe
781,afternoon,press_A,junior,assembly,on_time,ok,39.43,128.03,6.15,53.96,5.78,65.17,65.3,4.0,0,5,4,safe
782,afternoon,cutter_D,junior,assembly,on_time,ok,28.77,94.97,5.8,55.34,5.75,102.66,110.5,8.6,2,6,4,unsafe
783,morning,press_B,junior,loading,delayed,ok,41.98,74.45,5.56,64.4,7.24,70.31,130.2,7.6,1,6,2,safe
784,morning,press_B,junior,loading,delayed,ok,51.19,121.2,2.85,76.94,5.52,77.54,91.0,9.3,3,5,3,unsafe
785,morning,press_A,mid,maintenance,on_time,ok,29.51,111.26,6.54,32.89,6.91,81.32,190.6,8.6,2,6,3,unsafe
786,night,press_A,mid,loading,on_time,partial,53.71,110.47,8.3,51.27,8.28,78.4,118.6,3.1,1,2,3,safe
787,afternoon,furnace_C,junior,maintenance,on_time,missing,45.8,53.96,6.11,48.13,6.37,76.39,170.6,3.0,1,5,3,unsafe
788,afternoon,press_B,junior,assembly,on_time,partial,38.2,73.06,3.64,58.07,8.35,82.8,245.6,3.2,0,5,2,safe
789,afternoon,press_B,senior,assembly,critical,partial,50.37,89.86,7.9,55.02,8.72,92.74,286.5,2.8,0,4,2,unsafe
790,night,furnace_C,mid,assembly,on_time,ok,48.04,88.56,2.49,47.06,7.61,87.91,111.8,6.9,1,5,2,unsafe
791,morning,cutter_D,junior,assembly,on_time,partial,44.45,116.24,7.83,45.83,8.93,96.31,137.6,4.1,1,1,3,unsafe
792,afternoon,press_A,senior,heat_area,on_time,ok,50.22,10.0,5.68,36.37,5.85,69.58,20.7,9.2,4,11,3,unsafe
793,afternoon,furnace_C,senior,loading,on_time,ok,57.55,109.7,1.61,65.83,5.07,81.86,151.6,8.8,1,4,2,safe
794,afternoon,press_A,junior,assembly,critical,ok,15.43,69.85,7.14,58.43,7.52,80.4,113.8,5.3,1,4,2,safe
795,morning,cutter_D,junior,maintenance,on_time,ok,22.04,60.65,6.52,64.85,7.42,86.16,75.3,9.4,3,4,3,unsafe
796,night,furnace_C,mid,maintenance,on_time,ok,63.39,64.01,4.77,47.65,7.01,93.39,215.7,9.3,1,7,2,unsafe
797,night,cutter_D,senior,heat_area,on_time,missing,66.45,82.49,4.89,42.8,8.96,83.01,75.3,5.3,1,3,1,unsafe
798,afternoon,press_A,senior,assembly,delayed,ok,33.07,10.0,3.81,36.9,6.51,75.35,226.4,0.6,2,3,2,unsafe
799,afternoon,press_A,junior,assembly,delayed,ok,41.07,55.45,7.75,57.02,7.05,83.81,164.2,4.8,4,5,4,unsafe
800,night,press_A,junior,assembly,delayed,,47.54,49.35,5.07,37.44,5.23,65.0,148.8,5.3,0,2,3,unsafe
801,afternoon,press_A,mid,assembly,on_time,ok,52.32,98.65,0.76,77.88,9.28,76.87,87.7,5.2,0,4,2,safe
802,morning,press_A,mid,heat_area,on_time,ok,29.67,,4.68,33.69,6.06,77.79,40.7,5.0,3,6,1,unsafe
803,afternoon,cutter_D,junior,assembly,on_time,ok,33.37,82.47,7.66,55.83,6.1,74.72,213.0,5.4,0,3,3,safe
804,afternoon,press_A,senior,heat_area,delayed,ok,50.01,133.98,5.65,73.94,6.05,88.51,87.1,5.9,1,4,3,safe
805,afternoon,press_A,mid,maintenance,on_time,ok,52.44,114.8,9.32,60.39,5.66,69.44,169.4,2.3,0,2,3,safe
806,afternoon,cutter_D,senior,loading,on_time,partial,73.98,129.58,6.44,54.46,5.55,81.78,173.9,5.7,1,5,2,unsafe
807,night,press_B,senior,maintenance,delayed,ok,41.26,72.5,7.25,38.44,6.62,83.64,131.2,5.3,1,3,1,unsafe
808,night,cutter_D,mid,assembly,delayed,ok,27.12,109.01,6.22,,4.72,97.18,149.7,6.6,0,2,4,unsafe
809,afternoon,press_A,mid,heat_area,on_time,ok,58.83,71.81,5.35,62.78,5.48,78.9,163.1,6.8,1,6,2,unsafe
810,morning,press_B,mid,loading,on_time,ok,59.85,91.14,4.92,73.09,9.83,87.43,143.5,2.2,0,3,2,unsafe
811,night,press_A,junior,assembly,on_time,partial,45.3,94.34,4.84,45.86,7.46,87.31,82.4,6.1,1,4,3,unsafe
812,night,press_A,mid,assembly,delayed,ok,33.12,59.11,7.67,36.05,7.7,82.11,54.1,6.0,1,2,4,unsafe
813,morning,cutter_D,junior,loading,delayed,ok,55.5,150.26,4.44,17.59,8.03,73.19,91.5,4.2,2,5,3,safe
814,night,press_A,mid,loading,on_time,partial,,82.4,3.13,38.27,8.88,68.09,106.9,,0,4,3,safe
815,night,press_B,junior,heat_area,on_time,ok,41.69,111.64,3.03,50.41,5.0,81.96,252.1,5.2,1,7,2,safe
816,afternoon,press_B,junior,heat_area,delayed,ok,58.58,140.95,11.0,74.39,5.7,74.12,66.9,4.1,0,3,1,unsafe
817,afternoon,press_B,junior,heat_area,delayed,ok,65.97,126.11,7.67,61.42,6.26,87.27,270.2,3.8,0,4,2,unsafe
818,afternoon,cutter_D,junior,assembly,on_time,missing,58.18,40.69,6.17,56.27,5.89,89.71,313.7,7.6,2,2,2,unsafe
819,morning,press_A,mid,heat_area,on_time,partial,53.2,95.57,3.17,46.4,6.11,77.34,93.2,3.8,2,4,2,safe
820,morning,furnace_C,mid,assembly,on_time,ok,51.7,119.78,6.87,,5.42,68.58,308.1,5.8,3,3,3,unsafe
821,night,cutter_D,mid,assembly,on_time,,58.73,121.22,5.24,71.68,6.79,89.6,121.4,10.3,3,1,2,unsafe
822,morning,furnace_C,junior,maintenance,critical,ok,41.48,51.03,8.27,54.81,6.05,69.84,111.2,5.1,0,3,2,unsafe
823,morning,cutter_D,junior,loading,delayed,missing,49.26,75.0,4.35,22.56,5.56,76.17,252.2,7.6,2,5,2,unsafe
824,afternoon,press_A,junior,loading,delayed,missing,27.56,122.81,6.85,42.57,3.67,70.19,146.2,8.8,0,5,3,safe
825,afternoon,press_B,junior,heat_area,on_time,ok,66.78,63.34,4.57,39.98,6.01,77.75,135.4,7.5,0,4,2,unsafe
826,night,press_A,senior,heat_area,delayed,partial,50.9,69.51,4.82,44.35,5.79,91.53,90.8,6.2,2,4,3,unsafe
827,morning,furnace_C,junior,assembly,on_time,ok,71.22,145.16,7.12,59.88,5.68,78.95,95.2,6.6,0,1,2,safe
828,morning,cutter_D,junior,assembly,on_time,ok,49.9,88.33,2.12,50.5,5.03,79.01,137.8,2.6,1,5,3,safe
829,afternoon,press_A,junior,assembly,on_time,ok,29.32,54.56,6.74,50.92,5.86,65.27,252.2,3.7,0,4,3,safe
830,afternoon,furnace_C,junior,loading,on_time,ok,73.1,67.28,7.01,70.39,4.53,83.97,67.1,4.0,0,3,1,unsafe
831,morning,press_A,mid,loading,delayed,missing,62.61,99.65,4.56,42.25,6.34,71.98,124.7,9.5,0,6,3,unsafe
832,afternoon,furnace_C,mid,heat_area,on_time,ok,76.59,43.34,3.7,78.1,4.6,80.06,59.6,3.1,3,6,2,unsafe
